-68.442340	-9.681570	-63.612330	0.590510	0.591770	-0.961500
-59.286424	-5.631598	-37.013372	0.530703	0.516855	-1.041665
-46.212796	0.752328	-14.047441	0.489985	0.465248	-1.106441
-29.923402	9.249716	5.622668	0.466459	0.434315	-1.156605
-11.120188	19.640073	22.334160	0.458225	0.421426	-1.192936
9.494903	31.702909	36.424240	0.463385	0.423946	-1.216209
31.219924	45.217731	48.230114	0.480039	0.439243	-1.227203
53.352929	59.964049	58.088987	0.506289	0.464686	-1.226694
75.191974	75.721370	66.338064	0.540237	0.497641	-1.215460
96.035114	92.269204	73.314551	0.579983	0.535476	-1.194278
115.180402	109.387057	79.355652	0.623629	0.575559	-1.163925
131.925894	126.854440	84.798572	0.669275	0.615256	-1.125178
145.569644	144.450859	89.980518	0.715024	0.651936	-1.078814
155.409707	161.955824	95.238695	0.758977	0.682966	-1.025612
160.744137	179.148843	100.910307	0.799234	0.705713	-0.966347
160.876285	195.806120	107.330895	0.833905	0.717565	-0.901801
155.477986	211.473977	114.720155	0.861608	0.717335	-0.833063
144.823514	225.322897	123.108392	0.881795	0.706164	-0.761719
129.242802	236.488637	132.508412	0.893995	0.685408	-0.689404
109.065784	244.106958	142.933018	0.897740	0.656422	-0.617751
84.622391	247.313619	154.395018	0.892557	0.620564	-0.548395
56.242559	245.244378	166.907217	0.877976	0.579189	-0.482969
24.256220	237.034994	180.482419	0.853527	0.533653	-0.423108
-11.006694	221.821227	195.133432	0.818740	0.485313	-0.370445
-49.216247	198.738835	210.873059	0.773143	0.435524	-0.326614
-90.023730	166.969178	227.699915	0.716306	0.385620	-0.293237
-132.490043	127.127188	245.166441	0.649025	0.336231	-0.271581
-174.981393	81.514663	262.300070	0.573542	0.287156	-0.262489
-215.824172	32.530078	278.098149	0.492183	0.238148	-0.266782
-253.344769	-17.428089	291.558023	0.407273	0.188959	-0.285280
-285.869577	-65.961364	301.677039	0.321135	0.139341	-0.318804
-311.724987	-110.671270	307.452541	0.236097	0.089047	-0.368175
-329.237389	-149.159330	307.881875	0.154481	0.037830	-0.434212
-336.733174	-179.027069	301.962388	0.078614	-0.014559	-0.517737
-332.538735	-197.876011	288.691424	0.010821	-0.068367	-0.619569
-314.982981	-203.310837	267.068004	-0.046576	-0.123840	-0.740524
-283.487848	-194.305802	236.817290	-0.091971	-0.180669	-0.879033
-240.271787	-173.339230	199.522291	-0.125603	-0.237125	-1.027429
-187.994134	-143.441883	157.058915	-0.147997	-0.291254	-1.177085
-129.314225	-107.644519	111.303069	-0.159681	-0.341102	-1.319372
-66.891397	-68.977900	64.130660	-0.161181	-0.384717	-1.445662
-3.384985	-30.472785	17.417597	-0.153025	-0.420145	-1.547327
58.545674	4.840066	-26.960212	-0.135738	-0.445431	-1.615738
116.241243	33.929892	-67.126860	-0.109848	-0.458623	-1.642268
167.042387	53.765933	-101.206440	-0.075882	-0.457767	-1.618288
208.458528	61.562835	-127.482985	-0.034414	-0.441086	-1.536079
240.115915	57.613472	-146.246765	0.013377	-0.409010	-1.399302
263.083888	44.309223	-159.155746	0.065900	-0.363477	-1.219383
278.459563	24.081861	-167.894220	0.121558	-0.306452	-1.007895
287.340060	-0.636839	-174.146481	0.178754	-0.239900	-0.776411
290.822498	-27.415104	-179.596823	0.235889	-0.165789	-0.536506
290.003994	-53.821158	-185.929541	0.291365	-0.086082	-0.299752
285.981667	-77.423228	-194.828928	0.343584	-0.002747	-0.077723
279.852635	-95.789540	-207.979277	0.390949	0.082252	0.118007
272.714018	-106.488318	-227.064883	0.431861	0.166947	0.275865
265.656351	-107.108156	-253.750719	0.464739	0.249384	0.384365
259.261469	-96.811578	-288.208661	0.489256	0.328318	0.438802
253.249263	-77.427985	-328.080675	0.507210	0.403711	0.445958
247.256174	-51.044974	-370.763791	0.520605	0.475644	0.413731
240.918641	-19.750142	-413.655040	0.531447	0.544196	0.350015
233.873106	14.368912	-454.151452	0.541738	0.609447	0.262708
225.756009	49.224591	-489.650057	0.553484	0.671477	0.159704
216.203790	82.729298	-517.547885	0.568689	0.730366	0.048899
204.852891	112.795435	-535.241968	0.589356	0.786193	-0.061810
191.339750	137.335405	-540.129334	0.617491	0.839038	-0.164528
175.300810	154.261610	-529.607015	0.655098	0.888981	-0.251359
156.374989	161.496436	-501.086751	0.704167	0.936099	-0.314435
134.532627	158.297583	-453.947657	0.764933	0.980054	-0.349653
110.405475	146.587572	-391.495060	0.834121	1.019687	-0.360420
84.703807	128.605312	-317.500429	0.908041	1.053738	-0.351038
58.137898	106.589710	-235.735233	0.983002	1.080947	-0.325806
31.418024	82.779672	-149.970942	1.055314	1.100056	-0.289023
5.254458	59.414106	-63.979024	1.121286	1.109806	-0.244992
-19.642523	38.731919	18.469052	1.177229	1.108937	-0.198011
-42.562644	22.972019	93.601816	1.219450	1.096190	-0.152380
-62.822437	14.305116	157.743606	1.244361	1.070368	-0.112319
-80.413135	13.185338	209.630319	1.250883	1.031803	-0.079998
-96.034685	18.263717	250.530952	1.240579	0.982438	-0.055434
-110.420646	28.105770	281.834638	1.215136	0.924293	-0.038544
-124.304573	41.277016	304.930507	1.176242	0.859385	-0.029243
